Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA
An Education,100,Drama,Lone Scherfig,Lynn Barber; Nick Hornby,Carey Mulligan; Peter Sarsgaard; Alfred Molina,85/100,7.3,"74,593","&#163;4,500,000","$12,574,715 ",,PG-13
Coraline,100,Animation; Fantasy; Thriller,Henry Selick,Henry Selick; Neil Gaiman,Dakota Fanning; Teri Hatcher; John Hodgman,80/100,7.7,"87,689","$60,000,000 ","$75,280,058 ",,PG
State of Play,127,Drama; Mystery,Kevin Macdonald,Matthew Michael Carnahan; Tony Gilroy,Russell Crowe; Rachel McAdams; Ben Affleck,64/100,7.1,"78,462",,"$37,017,955 ","$87,812,371 ",PG-13
Case 39,109,Horror; Mystery; Thriller,Christian Alvart,Ray Wright,Rene Zellweger; Ian McShane; Jodelle Ferland,25/100,6.1,"35,365","$27,000,000 ","$13,248,477 ",,R
Invictus,134,Biography; Drama; History,Clint Eastwood,Anthony Peckham; John Carlin,Morgan Freeman; Matt Damon; Tony Kgoroge,74/100,7.3,"77,334","$60,000,000 ","$37,479,778 ",,PG-13
Underworld: Rise of the Lycans,92,Action; Adventure; Fantasy,Patrick Tatopoulos,Danny McBride; Dirk Blackman,Rhona Mitra; Michael Sheen; Bill Nighy,44/100,6.5,"72,259","$35,000,000 ","$45,802,315 ","$91,353,501 ",R
Brooklyn's Finest,132,Crime; Drama; Thriller,Antoine Fuqua,Michael C. Martin,Richard Gere; Don Cheadle; Ethan Hawke,43/100,6.7,"39,035","$25,000,000 ","$27,154,426 ",,R
Drag Me to Hell,99,Horror; Thriller,Sam Raimi,Sam Raimi; Ivan Raimi,Alison Lohman; Justin Long; Ruth Livier,83/100,6.7,"105,135","$30,000,000 ","$42,057,340 ",,PG-13
Funny People,146,Comedy; Drama,Judd Apatow,Judd Apatow,Adam Sandler; Seth Rogen; Leslie Mann,60/100,6.5,"75,419","$75,000,000 ","$51,855,045 ","$71,585,235 ",R
Mary and Max,92,Animation; Comedy; Drama,Adam Elliot,Adam Elliot,Toni Collette; Philip Seymour Hoffman; Eric Bana,,8.1,"57,459","AUD 8,240,000",,,
The Fourth Kind,98,Mystery; Sci-Fi; Thriller,Olatunde Osunsanmi,Olatunde Osunsanmi; Olatunde Osunsanmi,Milla Jovovich; Elias Koteas; Will Patton,34/100,5.8,"41,248","$10,000,000 ","$25,360,255 ",,PG-13
I Can Do Bad All by Myself,113,Comedy; Drama,Tyler Perry,Tyler Perry; Tyler Perry,Tyler Perry; Taraji P. Henson; Adam Rodriguez,55/100,3.3,"6,680","$13,000,000 ","$51,697,449 ",,PG-13
The Men Who Stare at Goats,94,Comedy; War,Grant Heslov,Peter Straughan; Jon Ronson,Ewan McGregor; George Clooney; Kevin Spacey,54/100,6.3,"76,149","$25,000,000 ","$32,416,109 ",,R
Daybreakers,98,Action; Drama; Horror,Michael Spierig,Michael Spierig; Peter Spierig,Ethan Hawke; Willem Dafoe; Sam Neill,57/100,6.5,"71,693","$20,000,000 ","$29,975,979 ",,R
Solomon Kane,104,Action; Adventure; Fantasy,Michael J. Bassett,Michael J. Bassett; Robert E. Howard,James Purefoy; Max von Sydow; Rachel Hurd-Wood,48/100,6,"37,411","$45,000,000 ",,"$19,439,975 ",R
The Last House on the Left,110,Drama; Horror; Thriller,Dennis Iliadis,Adam Alleca; Carl Ellsworth,Garret Dillahunt; Monica Potter; Tony Goldwyn,42/100,6.5,"43,722",,"$32,721,635 ","$45,482,936 ",R
Where the Wild Things Are,101,Adventure; Drama; Family,Spike Jonze,Spike Jonze; Dave Eggers,Max Records; Catherine O'Hara; Forest Whitaker,71/100,6.8,"60,854","$100,000,000 ","$77,222,184 ",,PG
Splice,104,Horror; Sci-Fi,Vincenzo Natali,Vincenzo Natali; Antoinette Terry Bryant,Adrien Brody; Sarah Polley; Delphine Chanac,66/100,5.9,"53,590","$26,000,000 ","$16,999,046 ",,R
Precious,110,Drama,Lee Daniels,Geoffrey Fletcher; Sapphire,Gabourey Sidibe; Mo'Nique; Paula Patton,79/100,7.4,"54,391","$10,000,000 ","$47,395,661 ",,R
Adventureland,107,Comedy; Drama; Romance,Greg Mottola,Greg Mottola,Jesse Eisenberg; Kristen Stewart; Ryan Reynolds,76/100,6.9,"86,966",,"$16,025,394 ",,R
The Box,115,Drama; Mystery; Sci-Fi,Richard Kelly,Richard Kelly; Richard Matheson,Cameron Diaz; James Marsden; Frank Langella,47/100,5.6,"52,405","$16,000,000 ","$15,045,676 ",,PG-13
Ninja Assassin,99,Action; Crime; Thriller,James McTeigue,Matthew Sand; J. Michael Straczynski,Rain; Rick Yune; Naomie Harris,34/100,6.3,"41,864","$40,000,000 ","$38,105,077 ",,R
Antichrist,108,Drama; Horror,Lars von Trier,Lars von Trier,Willem Dafoe; Charlotte Gainsbourg; Storm Acheche Sahlstrm,49/100,6.5,"50,529","$11,000,000 ","$397,070 ",,
Chloe,96,Drama; Mystery; Thriller,Atom Egoyan,Erin Cressida Wilson; Anne Fontaine,Julianne Moore; Amanda Seyfried; Liam Neeson,48/100,6.3,"35,003","$11,000,000 ","$3,074,838 ",,R
The Collector,90,Crime; Horror; Thriller,Marcus Dunstan,Patrick Melton; Marcus Dunstan,Josh Stewart; Andrea Roth; Juan Fernndez,29/100,6.3,"24,161","$6,000,000 ","$7,706,394 ",,R
The Invention of Lying,100,Comedy; Fantasy; Romance,Ricky Gervais,Ricky Gervais; Matthew Robinson,Ricky Gervais; Jennifer Garner; Jonah Hill,58/100,6.4,"62,802","$18,500,000 ","$18,439,082 ",,PG-13
The Taking of Pelham 1 2 3,106,Action; Crime; Thriller,Tony Scott,Brian Helgeland; John Godey,Denzel Washington; John Travolta; Luis Guzmn,55/100,6.4,"90,713","$100,000,000 ","$65,247,655 ",,R
Friday the 13th,97,Horror,Marcus Nispel,Damian Shannon; Mark Swift,Jared Padalecki; Amanda Righetti; Derek Mears,34/100,5.5,"48,956","$19,000,000 ","$64,997,188 ",,R
Nine,118,Drama; Musical; Romance,Rob Marshall,Michael Tolkin; Anthony Minghella,Daniel Day-Lewis; Marion Cotillard; Penlope Cruz,49/100,5.8,"27,751","$80,000,000 ","$19,664,021 ",,PG-13
Brothers,105,Drama; Thriller; War,Jim Sheridan,David Benioff; Susanne Bier,Jake Gyllenhaal; Natalie Portman; Tobey Maguire,58/100,7.1,"54,911","$26,000,000 ","$28,501,651 ","$43,318,349 ",R
The Boondock Saints II: All Saints Day,118,Action; Comedy; Crime,Troy Duffy,Troy Duffy; Troy Duffy,Sean Patrick Flanery; Norman Reedus; Billy Connolly,24/100,6.3,"36,070","$8,000,000 ","$10,244,070 ",,R
Youth in Revolt,90,Comedy; Drama; Romance,Miguel Arteta,Gustin Nash; C.D. Payne,Michael Cera; Portia Doubleday; Ray Liotta,63/100,6.5,"43,989","$18,000,000 ","$15,281,286 ",,R
Land of the Lost,102,Adventure; Comedy; Sci-Fi,Brad Silberling,Chris Henchy; Dennis McNicholas,Will Ferrell; Danny McBride; Anna Friel,32/100,5.2,"34,961","$100,000,000 ","$49,392,095 ",,PG-13
G-Force,88,Action; Adventure; Comedy,Hoyt Yeatman,Cormac Wibberley; Marianne Wibberley,Will Arnett; Penlope Cruz; Zach Galifianakis,41/100,5,"21,779","$150,000,000 ","$119,420,252 ",,PG
A Serious Man,106,Comedy; Drama,Ethan Coen,Joel Coen; Ethan Coen,Michael Stuhlbarg; Richard Kind; Sari Lennick,79/100,7,"66,336","$7,000,000 ","$9,042,780 ",,R
The Rebound,95,Comedy; Romance,Bart Freundlich,Bart Freundlich,Catherine Zeta-Jones; Justin Bartha; Andrew Cherry,,6.3,"23,032",,,"$21,790,414 ",R
Notorious,122,Biography; Drama; Music,George Tillman Jr.,Reggie Rock Bythewood; Cheo Hodari Coker,Jamal Woolard; Anthony Mackie; Derek Luke,60/100,6.4,"18,727","$20,000,000 ","$36,842,118 ",,R
A Single Man,99,Drama,Tom Ford,Christopher Isherwood; Tom Ford,Colin Firth; Julianne Moore; Matthew Goode,77/100,7.5,"53,272","$7,000,000 ","$9,166,863 ",,R
Dorian Gray,112,Drama; Fantasy; Thriller,Oliver Parker,Toby Finlay; Oscar Wilde,Ben Barnes; Colin Firth; Rebecca Hall,,6.2,"32,078",,,"$20,563,362 ",R
Pirate Radio,116,Comedy; Drama; Music,Richard Curtis,Richard Curtis,Philip Seymour Hoffman; Bill Nighy; Nick Frost,58/100,7.4,"60,141",,"$7,913,976 ",,R
The Haunting in Connecticut,92,Drama; Horror; Thriller,Peter Cornwell,Adam Simon; Tim Metcalfe,Virginia Madsen; Martin Donovan; Elias Koteas,33/100,5.8,"30,697",,"$55,325,526 ",,PG-13
A Perfect Getaway,98,Adventure; Mystery; Thriller,David Twohy,David Twohy,Milla Jovovich; Steve Zahn; Timothy Olyphant,63/100,6.5,"38,088","$14,000,000 ","$15,483,540 ",,R
The Human Centipede (First Sequence),92,Horror; Thriller,Tom Six,Tom Six,Dieter Laser; Ashley C. Williams; Ashlynn Yennie,33/100,4.6,"33,446","&#8364;1,500,000","$181,467 ","$252,207 ",R
Magic,,Adventure; Family,Robert Davi,John Penney; Leo Grillo,Leo Grillo; Sammi Hanratty; Lori Heuring,,2.1,74,"&#8364;10,000",,,
Inception,148,Action; Adventure; Mystery,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio; Joseph Gordon-Levitt; Ellen Page,74/100,8.8,"734,652","$160,000,000 ","$292,576,195 ","$825,532,764 ",PG-13
Despicable Me,95,Animation; Comedy; Crime,Pierre Coffin,Cinco Paul; Ken Daurio,Steve Carell; Jason Segel; Russell Brand,72/100,7.6,"149,667","$69,000,000 ","$251,513,985 ","$543,113,985 ",PG
Kick-Ass,117,Action; Comedy; Crime,Matthew Vaughn,Jane Goldman; Matthew Vaughn,Aaron Taylor-Johnson; Nicolas Cage; Chlo Grace Moretz,66/100,7.8,"252,868","$30,000,000 ","$48,043,505 ",,R
Megamind,95,Animation; Action; Comedy,Tom McGrath,Alan J. Schoolcraft; Brent Simons,Will Ferrell; Jonah Hill; Brad Pitt,63/100,7.3,"94,602","$130,000,000 ","$148,415,853 ","$321,885,765 ",PG
The Next Three Days,133,Crime; Drama; Romance,Paul Haggis,Paul Haggis; Fred Cavay,Russell Crowe; Elizabeth Banks; Liam Neeson,52/100,7.3,"93,547","$35,000,000 ","$21,129,348 ",,PG-13
Shutter Island,138,Mystery; Thriller,Martin Scorsese,Laeta Kalogridis; Dennis Lehane,Leonardo DiCaprio; Emily Mortimer; Mark Ruffalo,63/100,8,"371,684","$80,000,000 ","$128,012,934 ","$294,804,195 ",R
Salt,100,Action; Crime; Mystery,Phillip Noyce,Kurt Wimmer,Angelina Jolie; Liev Schreiber; Chiwetel Ejiofor,65/100,6.4,"152,800","$110,000,000 ","$118,311,368 ","$293,503,304 ",PG-13
Black Swan,108,Drama; Mystery; Thriller,Darren Aronofsky,Mark Heyman; Andres Heinz,Natalie Portman; Mila Kunis; Vincent Cassel,79/100,8.1,"326,820","$13,000,000 ","$106,952,327 ",,R
The Fighter,116,Biography; Drama; Sport,David O. Russell,Scott Silver; Paul Tamasy,Mark Wahlberg; Christian Bale; Amy Adams,79/100,7.9,"155,512","$25,000,000 ","$93,617,009 ","$129,190,869 ",R
Grown Ups,102,Comedy,Dennis Dugan,Adam Sandler; Fred Wolf,Adam Sandler; Salma Hayek; Kevin James,30/100,5.8,"94,237",,"$162,001,186 ",,PG-13
Red,111,Action; Comedy; Crime,Robert Schwentke,Jon Hoeber; Erich Hoeber,Bruce Willis; Helen Mirren; Morgan Freeman,61/100,7,"130,482","$58,000,000 ","$90,356,857 ","$186,100,000 ",PG-13
How to Train Your Dragon,98,Animation; Adventure; Comedy,Dean DeBlois,William Davies; Dean DeBlois,Jay Baruchel; Gerard Butler; Christopher Mintz-Plasse,74/100,8.2,"208,351","$165,000,000 ","$217,581,231 ","$494,878,759 ",PG
Iron Man 2,124,Action; Adventure; Sci-Fi,Jon Favreau,Justin Theroux; Stan Lee,Robert Downey Jr.; Mickey Rourke; Gwyneth Paltrow,57/100,7.1,"245,396","$200,000,000 ","$312,433,331 ","$623,933,331 ",PG-13
The Social Network,120,Biography; Drama,David Fincher,Aaron Sorkin; Ben Mezrich,Jesse Eisenberg; Andrew Garfield; Justin Timberlake,95/100,7.9,"273,501","$40,000,000 ","$96,917,897 ",,PG-13
Tangled,100,Animation; Comedy; Family,Nathan Greno,Dan Fogelman; Jacob Grimm,Mandy Moore; Zachary Levi; Donna Murphy,71/100,7.8,"127,444","$260,000,000 ","$200,821,936 ","$590,721,936 ",PG
Toy Story 3,103,Animation; Adventure; Comedy,Lee Unkrich,John Lasseter; Andrew Stanton,Tom Hanks; Tim Allen; Joan Cusack,92/100,8.5,"278,499","$200,000,000 ","$415,004,880 ","$1,063,171,911 ",G
The Expendables,103,Action; Adventure; Thriller,Sylvester Stallone,Dave Callaham; Sylvester Stallone,Sylvester Stallone; Jason Statham; Jet Li,45/100,6.5,"163,220","$80,000,000 ","$103,068,524 ","$266,159,621 ",R
Alice in Wonderland,108,Adventure; Family; Fantasy,Tim Burton,Linda Woolverton; Lewis Carroll,Mia Wasikowska; Johnny Depp; Helena Bonham Carter,53/100,6.5,"184,798","$200,000,000 ","$334,185,206 ","$1,024,299,904 ",PG
Easy A,92,Comedy; Romance,Will Gluck,Bert V. Royal,Emma Stone; Amanda Bynes; Penn Badgley,72/100,7.1,"139,480","$8,000,000 ","$58,401,464 ","$74,952,305 ",PG-13
TRON: Legacy,125,Action; Adventure; Sci-Fi,Joseph Kosinski,Edward Kitsis; Adam Horowitz,Jeff Bridges; Garrett Hedlund; Olivia Wilde,49/100,6.9,"170,489","$170,000,000 ","$172,062,763 ","$400,062,763 ",PG
Blue Valentine,112,Drama; Romance,Derek Cianfrance,Derek Cianfrance; Joey Curtis,Ryan Gosling; Michelle Williams; John Doman,81/100,7.4,"79,975","$1,000,000 ","$9,706,328 ","$12,355,734 ",R
Percy Jackson &amp; the Olympians: The Lightning Thief,118,Adventure; Family; Fantasy,Chris Columbus,Craig Titley; Rick Riordan,Logan Lerman; Kevin McKidd; Steve Coogan,47/100,5.8,"70,559","$95,000,000 ","$88,761,720 ","$226,497,209 ",PG
Clash of the Titans,106,Action; Adventure; Fantasy,Louis Leterrier,Travis Beacham; Phil Hay,Sam Worthington; Liam Neeson; Ralph Fiennes,39/100,5.8,"147,196","$125,000,000 ","$163,214,888 ","$493,214,993 ",PG-13
Harry Potter and the Deathly Hallows: Part 1,146,Adventure; Family; Fantasy,David Yates,Steve Kloves; J.K. Rowling,Daniel Radcliffe; Emma Watson; Rupert Grint,65/100,7.6,"187,184","&#163;150,000,000","$295,983,305 ","$956,399,711 ",PG-13
The Town,125,Crime; Drama; Thriller,Ben Affleck,Peter Craig; Ben Affleck,Ben Affleck; Rebecca Hall; Jon Hamm,74/100,7.6,"173,641","$37,000,000 ","$92,173,235 ",,R
Scott Pilgrim vs. the World,112,Action; Comedy; Fantasy,Edgar Wright,Michael Bacall; Edgar Wright,Michael Cera; Mary Elizabeth Winstead; Kieran Culkin,69/100,7.5,"163,026","$60,000,000 ","$31,494,270 ",,PG-13
Robin Hood,140,Action; Adventure; Drama,Ridley Scott,Brian Helgeland; Brian Helgeland,Russell Crowe; Cate Blanchett; Matthew Macfadyen,53/100,6.7,"134,152","$200,000,000 ","$105,269,730 ","$321,669,741 ",PG-13
127 Hours,94,Adventure; Biography; Drama,Danny Boyle,Danny Boyle; Simon Beaufoy,James Franco; Amber Tamblyn; Kate Mara,82/100,7.7,"167,771","$18,000,000 ","$18,335,230 ","$57,547,568 ",R
The Twilight Saga: Eclipse,124,Adventure; Drama; Fantasy,David Slade,Melissa Rosenberg; Stephenie Meyer,Kristen Stewart; Robert Pattinson; Taylor Lautner,58/100,4.8,"121,843","$68,000,000 ","$300,531,751 ","$698,491,347 ",PG-13
The King's Speech,118,Biography; Drama; History,Tom Hooper,David Seidler,Colin Firth; Geoffrey Rush; Helena Bonham Carter,88/100,8.1,"247,922","$15,000,000 ","$138,795,342 ","$373,700,000 ",R
Love and Other Drugs,112,Comedy; Drama; Romance,Edward Zwick,Charles Randolph; Edward Zwick,Jake Gyllenhaal; Anne Hathaway; Judy Greer,55/100,6.6,"80,380","$30,000,000 ","$32,357,532 ",,R
True Grit,110,Adventure; Drama; Western,Ethan Coen,Joel Coen; Ethan Coen,Jeff Bridges; Matt Damon; Hailee Steinfeld,80/100,7.8,"154,045","$38,000,000 ","$171,031,347 ","$244,900,000 ",PG-13
The A-Team,117,Action; Adventure; Thriller,Joe Carnahan,Joe Carnahan; Brian Bloom,Liam Neeson; Bradley Cooper; Sharlto Copley,47/100,6.8,"135,890","$110,000,000 ","$77,222,099 ","$177,238,796 ",PG-13
The Other Guys,107,Action; Comedy; Crime,Adam McKay,Adam McKay; Chris Henchy,Will Ferrell; Mark Wahlberg; Derek Jeter,64/100,6.6,"107,138","$100,000,000 ","$119,219,978 ",,PG-13
Due Date,95,Comedy; Drama,Todd Phillips,Alan R. Cohen; Alan Freedland,Robert Downey Jr.; Zach Galifianakis; Michelle Monaghan,51/100,6.5,"164,023","$65,000,000 ","$100,539,043 ","$211,780,824 ",R
Insidious,103,Horror; Thriller,James Wan,Leigh Whannell,Patrick Wilson; Rose Byrne; Ty Simpkins,52/100,6.7,"82,802","$1,500,000 ","$54,009,150 ","$97,009,150 ",PG-13
Winter's Bone,100,Drama; Mystery,Debra Granik,Debra Granik; Anne Rosellini,Jennifer Lawrence; John Hawkes; Garret Dillahunt,90/100,7.3,"68,742","$2,000,000 ","$6,531,503 ","$13,831,503 ",R
The Book of Eli,118,Action; Adventure; Drama,Albert Hughes,Gary Whitta,Denzel Washington; Mila Kunis; Ray Stevenson,53/100,6.8,"137,969","$80,000,000 ","$94,822,707 ",,R
Hot Tub Time Machine,101,Adventure; Comedy; Sci-Fi,Steve Pink,Josh Heald; Sean Anders,John Cusack; Rob Corddry; Craig Robinson,63/100,6.4,"91,388","$36,000,000 ","$50,213,619 ",,R
Predators,107,Action; Adventure; Sci-Fi,Nimrd Antal,Alex Litvak; Michael Finch,Adrien Brody; Laurence Fishburne; Topher Grace,51/100,6.4,"112,937","$40,000,000 ","$52,000,688 ","$127,233,108 ",R
Prince of Persia: The Sands of Time,116,Action; Adventure; Fantasy,Mike Newell,Boaz Yakin; Doug Miro,Jake Gyllenhaal; Gemma Arterton; Ben Kingsley,50/100,6.6,"134,908","$200,000,000 ","$90,759,676 ","$335,154,643 ",PG-13
Monsters,94,Drama; Sci-Fi; Thriller,Gareth Edwards,Gareth Edwards,Scoot McNairy; Whitney Able; Mario Zuniga Benavides,63/100,6.4,"47,704","$800,000 ","$237,301 ",,R
The Bounty Hunter,110,Action; Comedy; Romance,Andy Tennant,Sarah Thorp,Jennifer Aniston; Gerard Butler; Gio Perez,22/100,5.3,"55,400","$40,000,000 ","$67,061,228 ",,PG-13
The Day the Music Died,,Biography; Drama; Music,Bruno Miotto,Bruno Miotto,Guy Kent; Paige Segal; Anastasia Leddick,,6.4,304,,,,PG-13
The Tourist,103,Action; Romance; Thriller,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck; Christopher McQuarrie,Johnny Depp; Angelina Jolie; Paul Bettany,37/100,5.9,"102,338","$100,000,000 ","$67,631,157 ","$278,346,189 ",PG-13
Machete,105,Action; Thriller,Ethan Maniquis,Robert Rodriguez; lvaro Rodrguez,Danny Trejo; Michelle Rodriguez; Robert De Niro,60/100,6.8,"110,245","$10,500,000 ","$26,589,953 ",,R
The Karate Kid,140,Action; Drama; Family,Harald Zwart,Christopher Murphey; Robert Mark Kamen,Jackie Chan; Jaden Smith; Taraji P. Henson,61/100,6.2,"70,050",,"$176,591,618 ",,PG
Incendies,139,Drama; Mystery; War,Denis Villeneuve,Valrie Beaugrand-Champagne; Wajdi Mouawad,Lubna Azabal; Mlissa Dsormeaux-Poulin; Maxim Gaudette,82/100,8.1,"29,229",,"$6,857,096 ","$CAD15,671,656",R
The Kids Are All Right,106,Comedy; Drama,Lisa Cholodenko,Lisa Cholodenko; Stuart Blumberg,Annette Bening; Julianne Moore; Mark Ruffalo,86/100,7.1,"72,779","$4,000,000 ","$20,803,237 ",,R
Unstoppable,98,Action; Thriller,Tony Scott,Mark Bomback,Denzel Washington; Chris Pine; Rosario Dawson,69/100,6.8,"90,852","$100,000,000 ","$81,562,942 ","$167,805,466 ",PG-13
Ajeossi,119,Action; Crime; Thriller,Jeong-beom Lee,Jeong-beom Lee,Bin Won; Sae-ron Kim; Tae-hoon Kim,,7.8,"20,110",,"$528,175 ","$43,059,790 ",R
Piranha,88,Comedy; Horror,Alexandre Aja,Pete Goldfinger; Josh Stolberg,Elisabeth Shue; Jerry O'Connell; Richard Dreyfuss,53/100,5.7,"51,288","$24,000,000 ","$25,001,532 ","$83,188,165 ",R
Life as We Know It,114,Comedy; Drama; Romance,Greg Berlanti,Ian Deitchman; Kristin Rusk Robinson,Katherine Heigl; Josh Duhamel; Josh Lucas,39/100,6.4,"48,963","$38,000,000 ","$53,358,964 ",,PG-13
She's Out of My League,104,Comedy; Romance,Jim Field Smith,Sean Anders; John Morris,Jay Baruchel; Alice Eve; T.J. Miller,46/100,6.4,"66,417","$20,000,000 ","$31,584,722 ",,R
Get Him to the Greek,109,Comedy; Music,Nicholas Stoller,Nicholas Stoller; Jason Segel,Jonah Hill; Russell Brand; Elisabeth Moss,65/100,6.4,"102,364",,"$60,923,325 ",,R
Devil,80,Horror; Mystery; Thriller,John Erick Dowdle,Brian Nelson; M. Night Shyamalan,Chris Messina; Caroline Dhavernas; Bokeem Woodbine,44/100,6.3,"66,218","$10,000,000 ","$33,583,175 ","$62,695,489 ",PG-13
Knight and Day,109,Action; Comedy,James Mangold,Patrick O'Neill,Tom Cruise; Cameron Diaz; Peter Sarsgaard,46/100,6.3,"91,624","$117,000,000 ","$76,418,654 ","$258,804,462 ",PG-13
Burlesque,119,Drama; Musical; Romance,Steve Antin,Steve Antin,Cher; Christina Aguilera; Alan Cumming,47/100,6.2,"35,467","$55,000,000 ","$39,440,655 ","$89,519,773 ",PG-13
The Last Airbender,103,Action; Adventure; Family,M. Night Shyamalan,M. Night Shyamalan,Noah Ringer; Nicola Peltz; Jackson Rathbone,20/100,4.5,"72,652","$150,000,000 ","$131,564,731 ","$319,731,881 ",PG
Date Night,88,Comedy; Crime; Romance,Shawn Levy,Josh Klausner,Steve Carell; Tina Fey; Mark Wahlberg,56/100,6.3,"82,937","$55,000,000 ","$98,711,404 ","$152,263,880 ",PG-13
Shrek Forever After,93,Animation; Adventure; Comedy,Mike Mitchell,William Steig; Josh Klausner,Mike Myers; Cameron Diaz; Eddie Murphy,58/100,6.4,"77,511","$165,000,000 ","$238,371,987 ","$752,600,867 ",PG
The Chronicles of Narnia: The Voyage of the Dawn Treader,113,Adventure; Family; Fantasy,Michael Apted,Christopher Markus; Stephen McFeely,Ben Barnes; Skandar Keynes; Georgie Henley,53/100,6.3,"56,920","$155,000,000 ","$104,383,624 ",,PG
Valentine's Day,125,Comedy; Romance,Garry Marshall,Katherine Fugate; Katherine Fugate,Julia Roberts; Jamie Foxx; Anne Hathaway,34/100,5.7,"59,606","$52,000,000 ","$110,476,776 ",,PG-13
Eat Pray Love,133,Drama; Romance,Ryan Murphy,Ryan Murphy; Jennifer Salt,Julia Roberts; Javier Bardem; Richard Jenkins,50/100,5.4,"37,147","$60,000,000 ","$80,574,010 ","$195,773,538 ",PG-13
The Switch,101,Comedy; Drama; Romance,Josh Gordon,Allan Loeb; Jeffrey Eugenides,Jennifer Aniston; Jason Bateman; Patrick Wilson,52/100,5.9,"42,927","$19,000,000 ","$27,758,465 ",,PG-13
It's Kind of a Funny Story,101,Comedy; Drama; Romance,Anna Boden,Anna Boden; Ryan Fleck,Keir Gilchrist; Zach Galifianakis; Emma Roberts,63/100,7.1,"55,791","$8,000,000 ","$6,350,058 ",,PG-13
Faster,98,Action; Crime; Drama,George Tillman Jr.,Tony Gayton; Joe Gayton,Dwayne Johnson; Billy Bob Thornton; Maggie Grace,44/100,6.4,"53,007","$24,000,000 ","$23,240,020 ",,R
I Spit on Your Grave,108,Crime; Horror; Thriller,Steven R. Monroe,Stuart Morse; Meir Zarchi,Sarah Butler; Jeff Branson; Andrew Howard,27/100,6.3,"27,464","$1,500,000 ","$92,401 ",,R
Resident Evil: Afterlife,97,Action; Adventure; Horror,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich; Ali Larter; Wentworth Miller,37/100,5.8,"88,588","$60,000,000 ","$60,128,566 ","$296,221,663 ",R
Dear John,108,Drama; Romance; War,Lasse Hallstrm,Jamie Linden; Nicholas Sparks,Channing Tatum; Amanda Seyfried; Richard Jenkins,43/100,6,"45,314","$25,000,000 ","$80,014,842 ","$114,977,104 ",PG-13
The Way Back,133,Adventure; Drama; History,Peter Weir,Keith R. Clarke; Slavomir Rawicz,Jim Sturgess; Ed Harris; Colin Farrell,66/100,7.3,"53,400",,"$2,701,859 ","$20,348,249 ",PG-13
The Last Song,107,Drama; Romance,Julie Anne Robinson,Nicholas Sparks; Jeff Van Wie,Miley Cyrus; Liam Hemsworth; Greg Kinnear,33/100,5.2,"29,979","$20,000,000 ","$62,950,384 ",,PG
Never Let Me Go,103,Drama; Fantasy; Romance,Mark Romanek,Kazuo Ishiguro; Alex Garland,Keira Knightley; Carey Mulligan; Andrew Garfield,69/100,7.2,"63,388","$15,000,000 ","$2,434,652 ","$9,455,232 ",R
